time,open,high,low,close,volume
2024-01-02 18:10:00,0.86712,0.86733,0.86706,0.86721,343.5000078678131
2024-01-02 18:15:00,0.86722,0.86729,0.86717,0.86718,253.30000638961792
2024-01-02 18:20:00,0.86721,0.86726,0.86715,0.86717,116.74000406265259
2024-01-02 18:25:00,0.86714,0.86725,0.86714,0.86721,305.7700091600418
2024-01-02 18:30:00,0.86722,0.86733,0.86722,0.86728,127.31000447273254
2024-01-02 18:35:00,0.86728,0.8673,0.86719,0.86724,231.26000607013702
2024-01-02 18:40:00,0.86723,0.86724,0.86706,0.8671,206.39000499248505
2024-01-02 18:45:00,0.8671,0.86713,0.86701,0.86712,270.09000623226166
2024-01-02 18:50:00,0.86713,0.86715,0.86703,0.86707,258.6500062942505
2024-01-02 18:55:00,0.86708,0.8671,0.86702,0.86705,501.52001190185547
2024-01-02 19:00:00,0.86708,0.86718,0.86708,0.86714,430.7000113725662
2024-01-02 19:05:00,0.86714,0.86721,0.86711,0.86719,215.110004901886
2024-01-02 19:10:00,0.86719,0.86724,0.86714,0.86718,254.96000802516937
2024-01-02 19:15:00,0.86718,0.86724,0.86707,0.86711,335.7100076675415
2024-01-02 19:20:00,0.86711,0.86733,0.86711,0.86732,262.1100046634674
2024-01-02 19:25:00,0.8673,0.86732,0.86723,0.86725,251.97000515460968
2024-01-02 19:30:00,0.86724,0.86728,0.86715,0.86721,313.14000630378723
2024-01-02 19:35:00,0.86721,0.8673,0.86717,0.86725,301.8900091648102
2024-01-02 19:40:00,0.86725,0.86729,0.86714,0.86715,297.12000954151154
2024-01-02 19:45:00,0.86716,0.86734,0.86714,0.86725,465.12001156806946
2024-01-02 19:50:00,0.86724,0.86731,0.86724,0.8673,249.79000735282898
2024-01-02 19:55:00,0.8673,0.8674,0.86723,0.8674,518.5400156974792
2024-01-02 20:00:00,0.86739,0.86744,0.86723,0.86731,416.75001406669617
2024-01-02 20:05:00,0.8673,0.86736,0.86727,0.86736,312.0100098848343
2024-01-02 20:10:00,0.86735,0.86741,0.86728,0.86729,367.65001142024994
2024-01-02 20:15:00,0.8673,0.86735,0.86724,0.86732,451.80001389980316
2024-01-02 20:20:00,0.86732,0.86736,0.86727,0.86732,371.79001021385193
2024-01-02 20:25:00,0.86732,0.86737,0.8673,0.86733,342.09001100063324
2024-01-02 20:30:00,0.86733,0.86736,0.86722,0.86732,318.51001024246216
2024-01-02 20:35:00,0.86732,0.86735,0.86727,0.86733,333.8700097799301
2024-01-02 20:40:00,0.86735,0.86747,0.86735,0.86746,160.38000428676605
2024-01-02 20:45:00,0.86747,0.86751,0.86739,0.86739,183.56000447273254
2024-01-02 20:50:00,0.86738,0.86746,0.86731,0.86743,782.2400178909302
2024-01-02 20:55:00,0.86743,0.86746,0.86729,0.86732,597.3500118479133
2024-01-02 21:00:00,0.86732,0.86738,0.8672,0.86722,506.5899926647544
2024-01-02 21:05:00,0.86722,0.86726,0.86714,0.86716,245.21000492572784
2024-01-02 21:10:00,0.86716,0.86718,0.86702,0.86708,215.32000517845154
2024-01-02 21:15:00,0.86707,0.86713,0.86704,0.86708,193.9100044965744
2024-01-02 21:20:00,0.86709,0.86715,0.86704,0.86705,206.97000408172607
2024-01-02 21:25:00,0.86705,0.86708,0.86696,0.86696,312.70000422000885
2024-01-02 21:30:00,0.86698,0.867,0.86689,0.86689,146.76000368595123
2024-01-02 21:35:00,0.8669,0.86699,0.86688,0.86693,174.16000425815582
2024-01-02 21:40:00,0.86692,0.86705,0.86692,0.86698,143.6000040769577
2024-01-02 21:45:00,0.86701,0.86713,0.86701,0.86708,166.11000406742096
2024-01-02 21:50:00,0.86707,0.86711,0.86701,0.86709,149.61000227928162
2024-01-02 21:55:00,0.86714,0.86724,0.86709,0.86722,352.29000291228294
2024-01-02 22:00:00,0.86763,0.86819,0.86758,0.86799,27.870000332593918
2024-01-02 22:05:00,0.86796,0.86801,0.86737,0.86768,442.35000374913216
2024-01-02 22:10:00,0.86771,0.86771,0.86736,0.86748,422.3700085878372
2024-01-02 22:15:00,0.86748,0.86761,0.86725,0.86755,595.8700128793716
2024-01-02 22:20:00,0.86759,0.86763,0.86736,0.86745,588.3800095319748
2024-01-02 22:25:00,0.86746,0.86748,0.86707,0.86714,1120.4100029468536
2024-01-02 22:30:00,0.86713,0.86724,0.86707,0.86711,432.21000695228577
2024-01-02 22:35:00,0.8671,0.86717,0.86695,0.86715,678.8000183105469
2024-01-02 22:40:00,0.86712,0.86725,0.86712,0.86714,792.9000211954117
2024-01-02 22:45:00,0.86722,0.86725,0.86714,0.86715,249.74000370502472
2024-01-02 22:50:00,0.86716,0.86733,0.86701,0.86731,1019.5100274085999
2024-01-02 22:55:00,0.86732,0.86733,0.86709,0.86718,603.4300144910812
2024-01-02 23:00:00,0.86718,0.86726,0.86707,0.86718,536.1600056886673
2024-01-02 23:05:00,0.8672,0.86725,0.86711,0.86713,139.92000365257263
2024-01-02 23:10:00,0.86713,0.86717,0.86707,0.86709,147.1400055885315
2024-01-02 23:15:00,0.86708,0.86708,0.867,0.86703,94.12000334262848
2024-01-02 23:20:00,0.86705,0.86705,0.867,0.86702,64.95000207424164
2024-01-02 23:25:00,0.86701,0.86702,0.86691,0.86692,117.75000381469727
2024-01-02 23:30:00,0.86692,0.867,0.8669,0.86698,191.0200036764145
2024-01-02 23:35:00,0.86698,0.86703,0.86698,0.86703,88.19000267982483
2024-01-02 23:40:00,0.86701,0.86702,0.86689,0.8669,208.2100044488907
2024-01-02 23:45:00,0.8669,0.86696,0.8669,0.86694,65.00000059604645
2024-01-02 23:50:00,0.86693,0.86697,0.86686,0.8669,192.96000492572784
2024-01-02 23:55:00,0.86692,0.86697,0.86685,0.86689,246.43000483512878
2024-01-03 00:00:00,0.86692,0.86706,0.86687,0.86702,456.090011715889
2024-01-03 00:05:00,0.867,0.86702,0.86692,0.86694,251.98000824451447
2024-01-03 00:10:00,0.86695,0.86699,0.86691,0.86697,286.90001010894775
2024-01-03 00:15:00,0.86697,0.86704,0.86694,0.867,185.5800062417984
2024-01-03 00:20:00,0.867,0.86702,0.86693,0.86695,316.1600080728531
2024-01-03 00:25:00,0.86696,0.86705,0.86693,0.86696,265.11000883579254
2024-01-03 00:30:00,0.867,0.867,0.8669,0.86699,304.9100087881088
2024-01-03 00:35:00,0.86699,0.86701,0.86688,0.86693,292.1700049638748
2024-01-03 00:40:00,0.86691,0.86692,0.86682,0.86691,344.6300081014633
2024-01-03 00:45:00,0.8669,0.867,0.8669,0.867,226.9700049161911
2024-01-03 00:50:00,0.867,0.867,0.86687,0.86689,219.39000463485718
2024-01-03 00:55:00,0.86688,0.86695,0.86687,0.86691,288.2100076675415
2024-01-03 01:00:00,0.8669,0.86697,0.86681,0.8669,419.7100096940994
2024-01-03 01:05:00,0.86689,0.86696,0.86688,0.86689,437.6600071191788
2024-01-03 01:10:00,0.86688,0.86696,0.86688,0.86694,329.74000811576843
2024-01-03 01:15:00,0.86694,0.86704,0.86686,0.86691,512.9000110626221
2024-01-03 01:20:00,0.86692,0.8671,0.86692,0.8671,307.8000075817108
2024-01-03 01:25:00,0.8671,0.86715,0.86703,0.86711,539.6500151157379
2024-01-03 01:30:00,0.86712,0.86726,0.86704,0.86726,341.4800114631653
2024-01-03 01:35:00,0.86726,0.86734,0.86722,0.86724,283.8500062227249
2024-01-03 01:40:00,0.86723,0.86742,0.86716,0.8674,341.990007519722
2024-01-03 01:45:00,0.8674,0.86746,0.86722,0.86729,316.2800065279007
2024-01-03 01:50:00,0.86729,0.86729,0.86712,0.86713,199.77000403404236
2024-01-03 01:55:00,0.86712,0.86723,0.86708,0.8672,247.29000580310822
2024-01-03 02:00:00,0.8672,0.86732,0.86717,0.86719,272.94000697135925
2024-01-03 02:05:00,0.86718,0.86722,0.86715,0.86719,305.2200081348419
2024-01-03 02:10:00,0.86722,0.86724,0.86713,0.86713,207.85000574588776
2024-01-03 02:15:00,0.86714,0.8672,0.86711,0.86712,226.20000648498535
2024-01-03 02:20:00,0.86712,0.86717,0.86706,0.86709,235.7400050163269
2024-01-03 02:25:00,0.86709,0.86715,0.86707,0.86712,178.8800036907196
2024-01-03 02:30:00,0.86712,0.86717,0.86709,0.86712,159.870001912117
2024-01-03 02:35:00,0.86712,0.86722,0.86711,0.8672,225.73000180721283
2024-01-03 02:40:00,0.8672,0.86721,0.86714,0.86719,170.3500028848648
2024-01-03 02:45:00,0.86718,0.86725,0.86717,0.86719,218.23000502586365
2024-01-03 02:50:00,0.86719,0.86724,0.86715,0.86724,186.36000072956085
2024-01-03 02:55:00,0.86724,0.86735,0.86724,0.8673,359.38000559806824
2024-01-03 03:00:00,0.86728,0.86728,0.86715,0.86718,215.7000036239624
2024-01-03 03:05:00,0.86717,0.86728,0.86709,0.86712,411.94000685214996
2024-01-03 03:10:00,0.86711,0.86717,0.86697,0.86698,347.2400053739548
2024-01-03 03:15:00,0.86699,0.86705,0.86694,0.86701,278.5500079393387
2024-01-03 03:20:00,0.86703,0.86712,0.86696,0.86712,196.53000557422638
2024-01-03 03:25:00,0.86711,0.86718,0.86707,0.86716,260.1700052022934
2024-01-03 03:30:00,0.86716,0.86716,0.86704,0.86705,330.93000769615173
2024-01-03 03:35:00,0.86706,0.86728,0.86705,0.86723,469.69001054763794
2024-01-03 03:40:00,0.86723,0.86733,0.86723,0.86727,315.1000076532364
2024-01-03 03:45:00,0.86728,0.86741,0.86725,0.86727,360.0400069952011
2024-01-03 03:50:00,0.86727,0.86729,0.86717,0.86719,418.80000722408295
2024-01-03 03:55:00,0.86718,0.86718,0.86711,0.86716,428.13000762462616
2024-01-03 04:00:00,0.86714,0.86726,0.86713,0.86723,254.63000559806824
2024-01-03 04:05:00,0.86722,0.86724,0.86709,0.8671,165.19000256061554
2024-01-03 04:10:00,0.86711,0.86719,0.8671,0.86716,386.3600050210953
2024-01-03 04:15:00,0.86718,0.8673,0.86716,0.86728,395.13000416755676
2024-01-03 04:20:00,0.86727,0.86733,0.86722,0.86722,286.8300042152405
